route_id,origin,facility_name,distance_miles,shipments,otif_rate,exception_rate,avg_delay_hours,cost_variance,priority_score
RT040,Kansas City MO,Ontario DC,2005,438,0.7831050228310502,0.1872146118721461,2.594429223744292,44995.93,32.81410492790972
RT096,Salt Lake City UT,Columbus DC,2106,461,0.8004338394793926,0.1735357917570499,2.638937093275488,48562.1,32.80334474274411
RT041,Seattle WA,Allentown DC,2118,460,0.8152173913043478,0.1673913043478261,2.3260434782608694,51073.85,32.74120108166707
RT004,Los Angeles CA,Dallas DC,1878,451,0.7915742793791575,0.1951219512195122,3.255809312638581,45461.65,32.713700407308146
RT049,Newark NJ,Denver DC,1799,436,0.7912844036697247,0.18577981651376146,2.9564908256880735,45864.45,32.6411517458984
RT007,Los Angeles CA,Houston DC,1816,406,0.7783251231527094,0.2044334975369458,2.9791379310344825,42247.65,32.5177254365473
RT109,Nashville TN,Denver DC,1460,458,0.7663755458515283,0.21615720524017468,3.3063318777292574,38342.81,32.06178342959137
RT001,Los Angeles CA,Bentonville DC,1522,478,0.7866108786610879,0.19456066945606695,2.5026569037656903,42802.26,32.0149215031335
RT102,Omaha NE,Savannah Import Center,1520,466,0.7832618025751072,0.20815450643776823,3.0116952789699574,40941.63,31.868892488045663
RT089,Salt Lake City UT,Savannah Import Center,1468,439,0.7767653758542141,0.20273348519362186,2.7581776765375854,39487.0,31.56681026980726
RT046,Seattle WA,Chicago DC,1419,455,0.7736263736263737,0.20659340659340658,3.524175824175824,38356.16,31.428700710355272
RT025,Memphis TN,Columbus DC,1749,462,0.8008658008658008,0.17532467532467533,2.7934848484848485,43913.23,31.150097804346345
RT044,Seattle WA,Ontario DC,1744,463,0.7948164146868251,0.183585313174946,2.9996760259179265,41968.3,30.988896660504693
RT057,Miami FL,Houston DC,1659,476,0.8130252100840336,0.17857142857142858,2.6163865546218488,44616.98,30.815942674525203
RT082,Charlotte NC,Atlanta DC,1457,466,0.7746781115879828,0.21030042918454936,3.4494849785407724,36177.58,30.678952299362365
RT091,Salt Lake City UT,Dallas DC,1623,437,0.7986270022883295,0.18306636155606407,2.963226544622426,38529.64,29.527965867854
RT099,Omaha NE,Chicago DC,1635,452,0.8185840707964602,0.16592920353982302,2.5865486725663716,42582.02,29.461293612366124
RT086,Charlotte NC,Bentonville DC,1644,446,0.7937219730941704,0.17488789237668162,2.6972421524663677,37942.54,29.381846703743918
RT030,Memphis TN,Denver DC,1496,456,0.793859649122807,0.18859649122807018,2.496776315789474,36748.94,29.28713483409885
RT015,Savannah GA,Atlanta DC,2001,444,0.8265765765765766,0.15765765765765766,2.113063063063063,42661.45,28.843522505643314
RT056,Newark NJ,Dallas DC,1595,457,0.811816192560175,0.175054704595186,2.719715536105033,39150.56,28.82588271471044
RT036,Kansas City MO,Allentown DC,1557,459,0.8126361655773421,0.15904139433551198,2.2797385620915036,40146.53,28.73913303164904
RT013,Savannah GA,Allentown DC,1302,444,0.8085585585585585,0.16666666666666666,2.885990990990991,37686.1,28.267951373149124
RT108,Nashville TN,Long Beach Import Center,1397,474,0.8270042194092827,0.15822784810126583,2.290400843881857,40945.44,28.216265210197943
RT009,Savannah GA,Chicago DC,2125,442,0.8257918552036199,0.1583710407239819,2.347443438914027,40109.73,27.9855583702732
RT074,Detroit MI,Bentonville DC,1140,470,0.7914893617021277,0.18723404255319148,2.9167021276595744,32271.78,27.771066698590786
RT114,El Paso TX,Long Beach Import Center,1019,431,0.7981438515081206,0.18329466357308585,3.120533642691415,32305.829999999998,27.318847810856923
RT070,Louisville KY,Dallas DC,1158,488,0.8032786885245902,0.17418032786885246,2.463504098360656,33718.48,27.317315158935003
RT064,Miami FL,Denver DC,1288,460,0.8239130434782609,0.14782608695652175,2.470413043478261,38627.03,27.291300082991064
RT105,Nashville TN,Phoenix DC,1593,454,0.8083700440528634,0.16519823788546256,2.5098458149779734,34778.1,27.194342405350103
RT066,Louisville KY,Phoenix DC,1263,466,0.8175965665236051,0.17381974248927037,2.662017167381974,35474.32,27.153153029641608
RT061,Miami FL,Columbus DC,1676,409,0.8141809290953546,0.17359413202933985,2.6947677261613694,34916.34,27.134425857170676
RT085,Charlotte NC,Houston DC,1082,420,0.7928571428571428,0.18333333333333332,2.749547619047619,30952.85,27.123330885715635
RT006,Los Angeles CA,Phoenix DC,1271,515,0.8213592233009709,0.1553398058252427,2.3689708737864077,36597.1,26.88855853588763
RT053,Newark NJ,Houston DC,1232,428,0.8084112149532711,0.17757009345794392,2.8012616822429908,32521.08,26.68854718061483
RT094,Salt Lake City UT,Denver DC,966,456,0.8070175438596491,0.16666666666666666,2.802543859649123,32203.99,26.378418871774002
RT119,El Paso TX,Dallas DC,1341,475,0.8273684210526315,0.15578947368421053,2.318842105263158,33787.04,25.55729922861897
RT076,Detroit MI,Ontario DC,1376,467,0.8372591006423983,0.13276231263383298,2.0525910064239827,36551.9,25.433349944111054
RT055,Newark NJ,Ontario DC,1399,502,0.8326693227091634,0.14741035856573706,2.043625498007968,34633.23,25.36101263940664
RT113,El Paso TX,Houston DC,679,465,0.8021505376344086,0.16344086021505377,2.5259139784946236,28683.64,25.29766511012764
RT021,Laredo TX,Allentown DC,1372,499,0.8336673346693386,0.14829659318637275,2.3874148296593187,33710.48,24.995965190511342
RT072,Louisville KY,Savannah Import Center,1188,425,0.8235294117647058,0.15294117647058825,2.434070588235294,31794.62,24.979701266561015
RT043,Seattle WA,Dallas DC,1240,488,0.8483606557377049,0.13114754098360656,2.0067418032786883,36435.49,24.740472048806982
RT062,Miami FL,Allentown DC,926,479,0.8350730688935282,0.15031315240083507,2.159206680584551,32080.48,24.382047120690366
RT018,Laredo TX,Dallas DC,1191,454,0.8281938325991189,0.15198237885462554,2.4142731277533036,30739.6,24.319240741669645
RT063,Miami FL,Chicago DC,1178,464,0.834051724137931,0.14655172413793102,2.457456896551724,31940.9,24.293918021995367
RT024,Laredo TX,Long Beach Import Center,1163,435,0.832183908045977,0.15172413793103448,2.3623908045977013,31282.15,24.288720687495413
RT032,Memphis TN,Savannah Import Center,984,458,0.8122270742358079,0.15065502183406113,2.297401746724891,27791.05,24.102358589944195
RT087,Charlotte NC,Dallas DC,698,460,0.8152173913043478,0.1608695652173913,2.5670217391304346,27494.84,24.08657976202495
RT058,Miami FL,Savannah Import Center,1195,442,0.8461538461538461,0.13122171945701358,2.2170361990950225,33781.05,23.90774979615112
RT048,Seattle WA,Denver DC,934,485,0.843298969072165,0.13195876288659794,2.030824742268041,32616.33,23.663740100904235
RT088,Charlotte NC,Savannah Import Center,713,459,0.8148148148148148,0.16339869281045752,2.446928104575163,26023.89,23.642212132655025
RT020,Laredo TX,Denver DC,627,486,0.823045267489712,0.16255144032921812,2.58522633744856,27067.6,23.544230258721825
RT016,Savannah GA,Dallas DC,928,439,0.8200455580865603,0.16400911161731208,2.6261958997722097,26068.23,23.385750016777664
RT039,Kansas City MO,Bentonville DC,574,426,0.812206572769953,0.16901408450704225,2.277018779342723,24223.84,23.277792965778037
RT073,Detroit MI,Long Beach Import Center,910,487,0.8336755646817249,0.1375770020533881,1.8624435318275154,29594.81,23.245334485812926
RT017,Laredo TX,Phoenix DC,518,468,0.8205128205128205,0.15598290598290598,2.4987179487179487,25676.11,23.01818011989764
RT035,Kansas City MO,Phoenix DC,327,452,0.8075221238938053,0.16592920353982302,2.651991150442478,22071.04,22.68302146871083
RT079,Detroit MI,Allentown DC,643,455,0.8307692307692308,0.15824175824175823,2.35243956043956,26048.29,22.644583134316193
RT075,Detroit MI,Dallas DC,1396,458,0.8493449781659389,0.12445414847161572,1.7119432314410479,31194.3,22.631474416945284
RT083,Charlotte NC,Long Beach Import Center,972,479,0.8538622129436325,0.12317327766179541,1.951732776617954,30567.75,22.12536344972863
RT003,Los Angeles CA,Long Beach Import Center,244,453,0.8189845474613686,0.16556291390728478,2.794635761589404,22043.2,22.033404831047648
RT059,Miami FL,Ontario DC,300,423,0.8037825059101655,0.15602836879432624,2.541725768321513,19590.63,21.74790228051897
RT038,Kansas City MO,Atlanta DC,1185,453,0.8543046357615894,0.12582781456953643,2.0121192052980135,29297.55,21.709952776019957
RT100,Omaha NE,Bentonville DC,834,419,0.8329355608591885,0.1575178997613365,2.6050596658711216,23812.61,21.70219653945393
RT014,Savannah GA,Bentonville DC,623,485,0.845360824742268,0.14432989690721648,2.3394020618556706,25952.94,21.459910258030877
RT103,Omaha NE,Houston DC,352,448,0.8214285714285714,0.15848214285714285,2.5793080357142855,21206.27,21.42055818762527
RT029,Memphis TN,Bentonville DC,709,485,0.8515463917525773,0.12783505154639174,1.7531752577319586,27744.82,21.352647924204497
RT117,El Paso TX,Bentonville DC,1325,416,0.8557692307692307,0.12740384615384615,1.9351442307692308,28384.8,21.340089512856505
RT077,Detroit MI,Savannah Import Center,316,458,0.8275109170305677,0.1572052401746725,2.320131004366812,21312.03,21.092194270608342
RT022,Laredo TX,Atlanta DC,407,467,0.8329764453961456,0.139186295503212,2.16813704496788,23273.13,21.047373273055385
RT019,Laredo TX,Bentonville DC,408,496,0.8346774193548387,0.1310483870967742,2.14929435483871,23818.23,20.94668045261796
RT067,Louisville KY,Chicago DC,795,417,0.8441247002398081,0.14628297362110312,2.1275299760191846,23664.63,20.752628249763248
RT028,Memphis TN,Ontario DC,287,478,0.8158995815899581,0.15481171548117154,2.1192050209205022,18551.09,20.676674204381897
RT071,Louisville KY,Ontario DC,304,459,0.8278867102396514,0.1394335511982571,2.698453159041394,20936.37,20.491945885069317
RT027,Memphis TN,Phoenix DC,1300,442,0.8846153846153846,0.10407239819004525,1.51210407239819,31635.88,20.34108580223567
RT002,Los Angeles CA,Savannah Import Center,991,450,0.8577777777777778,0.12666666666666668,1.8388444444444445,25643.57,20.223982762037473
RT050,Newark NJ,Long Beach Import Center,692,446,0.8340807174887892,0.13004484304932734,1.9877578475336322,21695.6,20.189981503338807
RT101,Omaha NE,Allentown DC,800,492,0.8516260162601627,0.10975609756097561,1.6441666666666666,25665.61,20.147502747532403
RT068,Louisville KY,Long Beach Import Center,224,464,0.8318965517241379,0.15517241379310345,2.4067456896551724,19471.8,20.137436290234728
RT107,Nashville TN,Dallas DC,417,446,0.8385650224215246,0.15246636771300448,2.218744394618834,20227.58,19.975200511979825
RT069,Louisville KY,Atlanta DC,466,427,0.8313817330210773,0.1451990632318501,2.0653395784543327,19454.1,19.910043202098116
RT011,Savannah GA,Houston DC,252,472,0.8241525423728814,0.15466101694915255,2.0989618644067796,17595.81,19.8749661173668
RT052,Newark NJ,Bentonville DC,996,387,0.8449612403100775,0.13695090439276486,2.170232558139535,21852.55,19.82072714434247
RT008,Los Angeles CA,Chicago DC,268,448,0.8392857142857143,0.14508928571428573,2.2953571428571427,19651.27,19.543587203438577
RT026,Memphis TN,Houston DC,370,468,0.8525641025641025,0.11965811965811966,1.7979700854700855,23093.01,19.41698059022816
RT116,El Paso TX,Atlanta DC,199,466,0.8412017167381974,0.14163090128755365,2.090944206008584,18978.79,19.109565268437578
RT034,Kansas City MO,Columbus DC,389,447,0.854586129753915,0.12751677852348994,1.7812304250559285,21630.65,18.975591582128132
RT098,Omaha NE,Columbus DC,565,471,0.861995753715499,0.12101910828025478,1.7365817409766453,22720.98,18.798284240343683
RT012,Savannah GA,Columbus DC,404,475,0.848421052631579,0.13473684210526315,1.9614526315789476,19576.79,18.75550980393179
RT047,Seattle WA,Savannah Import Center,385,428,0.8504672897196262,0.1308411214953271,2.079602803738318,18820.48,18.273201616286666
RT097,Omaha NE,Phoenix DC,369,445,0.8449438202247191,0.12808988764044943,1.950561797752809,18156.71,18.26916616046578
RT060,Miami FL,Long Beach Import Center,279,446,0.8497757847533632,0.13228699551569506,2.329775784753363,17869.76,18.004995665424772
RT033,Kansas City MO,Long Beach Import Center,640,421,0.8859857482185273,0.10451306413301663,1.666769596199525,21699.079999999998,16.69816360287466
